 1           .897267    57386.761834
 2          1.000000         .000000
 3          -.649098    42237.123419
 4          1.000000         .000000
 5          -.996711    29942.748736
 6          -.088536    20765.281641
 7         -1.088570    27433.283922
 8          -.075866    32115.254544
 9           .000000         .000000
10           .000000         .000000
11           .345425    34333.906208
12           .000000         .000000
13           .000000         .000000
14           .000000         .000000
15           .000000         .000000
16           .000000         .000000
17           .000000         .000000
18           .000000         .000000
